code,performanceExpPubDate,performanceExpStatDate,performanceExpUpdateDate,performanceExpressTotalAsset,performanceExpressNetAsset,performanceExpressEPSChgPct,performanceExpressROEWa,performanceExpressEPSDiluted,performanceExpressGRYOY,performanceExpressOPYOY
sz.002590,2013-02-26,2012-12-31,2013-02-26,1633645377.66,641933162.61,-0.25764899999999996,1.94,0.1,0.027706,-0.688865
sz.002591,2013-02-28,2012-12-31,2013-02-28,812758702.39,720277878.48,-0.25928,3.73,0.27,-0.196519,-0.52999
sz.002591,2013-07-25,2013-06-30,2013-07-25,863548073.68,736876058.01,0.01574,2.84,0.16,0.413376,0.093287
sz.002592,2013-02-27,2012-12-31,2013-02-27,851017608.94,653686223.7,0.08027100000000001,13.68,0.88,0.09035599999999999,0.082225
sz.002593,2013-02-28,2012-12-31,2013-02-28,2188016497.1,1181642703.68,-0.199826,3.95,0.22,-0.15609800000000001,-0.775605
sz.002593,2013-07-31,2013-06-30,2013-07-31,2542118966.24,1178281978.6015,-0.106603,1.98,0.11,0.006712,-0.332575
sz.002594,2013-02-28,2012-12-31,2013-02-28,68610399000.0,21195932000.0,-0.553767,0.38,0.03,-0.046995999999999996,-1.226648
sz.002595,2013-02-20,2012-12-31,2013-02-20,2164868235.43,2051078018.34,-0.07009800000000001,10.0,0.99,0.035253,-0.076804
sz.002596,2013-02-27,2012-12-31,2013-02-27,1311794558.75,871837610.54,0.022366,7.53,0.48,0.469967,0.132806
sz.002597,2013-02-26,2012-12-31,2013-02-26,2573354168.53,1690263622.22,-0.23839200000000002,8.2,0.63,0.217394,-0.265223
sz.002598,2013-02-28,2012-12-31,2013-02-28,941150226.55,698937263.24,-0.026831999999999998,12.85,0.2807,-0.023538,-0.042712
sz.002599,2013-02-27,2012-12-31,2013-02-27,887888200.0,567672100.0,-0.032231,5.54,0.24,0.074809,-0.169206
sz.002599,2013-07-31,2013-06-30,2013-07-31,914913824.56,577252522.14,-0.010848,2.37,0.1,0.077605,-0.116074
sz.002600,2013-02-28,2012-12-31,2013-02-28,1745546811.57,1290422176.76,-0.002797,3.81,0.15,0.20940300000000006,-0.7006600000000001
sz.002601,2013-02-26,2012-12-31,2013-02-26,3069733322.75,2135465078.41,-0.930845,8.91,0.98,-0.05368099999999999,-0.497275
sz.002602,2013-02-28,2012-12-31,2013-02-28,1887445427.71,1585367461.05,-0.1781,6.05,0.36,-0.061017999999999996,-0.30440100000000003
sz.002602,2013-07-26,2013-06-30,2013-07-26,2054187900.0,1603265200.0,-0.0693,2.84,0.17,0.23628000000000002,-0.313237
sz.002603,2013-02-28,2012-12-31,2013-02-28,4165716049.89,3848543132.1,-0.47908199999999995,5.02,0.34,-0.155915,-0.605687
sz.002604,2013-02-28,2012-12-31,2013-02-28,2467091279.6,1715323017.37,-0.072714,5.19,0.39,-0.177189,-0.17924600000000002
sz.002605,2013-02-28,2012-12-31,2013-02-28,968301594.81,790898981.63,0.2489760000000001,12.47,1.02,-0.014449000000000004,0.273028
sz.002606,2013-02-28,2012-12-31,2013-02-28,1353174218.77,721149670.08,-0.07660800000000001,5.39,0.19,-0.017862,-0.225814
sz.002607,2013-02-28,2012-12-31,2013-02-28,2373157192.26,852386343.57,-0.072272,9.45,0.56,0.153342,-0.49160699999999996
sz.002608,2013-02-28,2012-12-31,2013-02-28,6483718267.68,2037497859.93,-0.707004,4.01,0.55,0.008185,-0.661624
sz.002609,2013-02-27,2012-12-31,2013-02-27,807717000.0,663073100.0,0.122896,9.08,0.486,0.075043,0.28478400000000004
sz.002610,2013-02-28,2012-12-31,2013-02-28,3561740823.88,1229954042.29,-0.8370920000000001,-3.96,-0.18,-0.10544300000000001,-1.586009
sz.002611,2013-02-28,2012-12-31,2013-02-28,877489989.14,763323226.36,-0.0614,8.88,0.37,-0.082649,-0.051306
sz.002611,2013-07-30,2013-06-30,2013-07-30,897442285.7,757766006.62,-0.034089999999999995,4.15,0.18,-0.004756,-0.124597
sz.002612,2013-02-27,2012-12-31,2013-02-27,2626530676.42,2280865641.29,0.11091600000000001,10.25,1.15,0.33634400000000003,0.095526
sz.002613,2013-02-27,2012-12-31,2013-02-27,1784154000.0,1428216800.0,-0.095868,4.31,0.15,-0.163409,-0.280388
sz.002614,2013-03-01,2012-12-31,2013-03-01,2678636800.0,1990526200.0,-0.46270900000000004,1.38,0.11,0.166134,-0.80823
sz.002614,2013-07-24,2013-06-30,2013-07-24,2755943700.0,1994996900.0,0.099889,1.43,0.12,0.16678800000000002,18.175079999999998
sz.002615,2013-01-18,2012-12-31,2013-01-18,685399633.44,560329785.52,-0.09553400000000001,7.44,0.46,0.02375,-0.157269
sz.002616,2013-02-26,2012-12-31,2013-02-26,1822067919.55,1079883847.73,-0.128166,5.77,0.413,-0.119512,-0.391832
sz.002616,2013-07-24,2013-06-30,2013-07-24,1908897801.81,1046832603.58,0.007945,1.8,0.13,0.06164500000000001,0.46904799999999996
sz.002617,2013-02-28,2012-12-31,2013-02-28,1857448381.84,879634610.07,-0.124845,4.38,0.32,-0.094014,-0.188675
sz.002618,2013-02-28,2012-12-31,2013-02-28,1255604167.89,882947045.83,0.006282,6.46,0.35,-0.09453099999999999,0.032075
sz.002619,2013-02-28,2012-12-31,2013-02-28,878001818.72,606151229.5,-0.200783,4.35,0.22,-0.097139,-0.39458000000000004
sz.002620,2013-02-27,2012-12-31,2013-02-27,1705862400.0,907199300.0,0.06346900000000001,8.76,0.63,0.048264,0.024596
sz.002622,2013-02-28,2012-12-31,2013-02-28,1176674529.89,1137583434.48,-0.248381,4.8,0.36,-0.330353,-0.38245100000000004
sz.002623,2013-02-27,2012-12-31,2013-02-27,2257285053.8,2021789610.2,-0.8697469999999999,3.66,0.46,0.050839999999999996,-0.6412939999999999
sz.002623,2013-07-30,2013-06-30,2013-07-30,2223407433.89,2035643636.17,-0.287588,1.12,0.14,-0.261175,-0.692605
sz.002624,2013-02-26,2012-12-31,2013-02-26,720757556.7,491175145.26,-0.12108499999999996,6.13,0.15,-0.03584,-0.470257
sz.002625,2013-02-27,2012-12-31,2013-02-27,474346843.79,413184048.43,-0.066103,8.61,0.36,0.051751,-0.07382899999999999
sz.002626,2013-02-26,2012-12-31,2013-02-26,1349921802.69,1268569735.87,-0.172301,8.15,0.56,0.16962,-0.290907
sz.002626,2013-07-20,2013-06-30,2013-07-20,1333079395.59,1251543813.11,-0.152668,2.85,0.2,-0.05703,-0.421886
sz.002627,2013-02-06,2012-12-31,2013-02-06,1499894300.0,829584400.0,-0.18220699999999998,9.87,0.5983,0.107951,-0.105279
sz.002628,2013-02-23,2012-12-31,2013-02-23,5328953077.51,1627459354.58,0.208925,17.52,0.78,0.594625,0.407681
sz.002629,2013-02-06,2012-12-31,2013-02-06,1020077725.67,744692851.57,0.082871,11.41,0.72,0.25195700000000004,0.09374500000000001
sz.002630,2013-02-28,2012-12-31,2013-02-28,4979429104.0,1646787437.26,0.010399,6.47,0.6239,0.295101,-0.163408
sz.002631,2013-02-28,2012-12-31,2013-02-28,1316465068.04,1213443009.47,-0.079106,6.17,0.46,-0.136454,-0.20514899999999997
sz.002632,2013-02-05,2012-12-31,2013-02-05,1003272841.02,895619238.03,-0.320934,4.55,0.38,-0.136929,-0.45383599999999996
sz.002633,2013-02-04,2012-12-31,2013-02-04,945841545.06,568092837.11,-0.215279,1.21,0.05,0.102825,-0.8359280000000001
sz.002634,2013-02-28,2012-12-31,2013-02-28,673790480.47,484668076.97,-0.063412,8.2,0.4,0.006784999999999999,-0.12403
sz.002635,2013-01-17,2012-12-31,2013-01-17,1214194118.79,1098787852.44,0.7140270000000001,18.3,1.56,0.297921,0.825815
sz.002636,2013-02-27,2012-12-31,2013-02-27,2259968096.65,1311580489.81,-0.109525,3.57,0.16,0.050433,-0.368111
sz.002637,2013-02-27,2012-12-31,2013-02-27,1641151174.13,981861651.09,-0.604457,0.73,0.05,0.40728400000000003,-0.92438
sz.002638,2013-02-28,2012-12-31,2013-02-28,2976711045.08,2147859000.32,0.010239,6.18,0.46,0.11001099999999996,0.092302
sz.002639,2013-02-23,2012-12-31,2013-02-23,1227914996.78,1152504898.1,-0.084339,6.42,0.45,-0.057247,-0.273082
sz.002640,2013-02-27,2012-12-31,2013-02-27,879391796.59,669912705.43,-0.113148,8.25,0.4,-0.003746,-0.24372
sz.002641,2013-02-26,2012-12-31,2013-02-26,2707899481.26,1824999059.57,0.5054109999999999,15.98,1.36,0.08053099999999999,0.681998
sz.002641,2013-07-24,2013-06-30,2013-07-24,2897813358.61,1908449104.79,0.017495,6.36,0.33,0.143601,0.025782999999999997
sz.002642,2013-02-26,2012-12-31,2013-02-26,1204859994.4,883418994.54,0.077669,10.23,0.4347,0.215403,0.199197
sz.002642,2013-07-30,2013-06-30,2013-07-30,1130458379.36,889031732.13,0.024781,5.09,0.1525,0.365679,0.10513
sz.002644,2013-02-26,2012-12-31,2013-02-26,822914026.6,675532295.07,-0.019181999999999998,4.59,0.34,-0.017782,-0.1246
sz.002645,2013-02-28,2012-12-31,2013-02-28,804892271.1,659221952.53,-0.144332,6.67,0.3577,-0.12706900000000002,-0.30999099999999996
sz.002646,2013-02-28,2012-12-31,2013-02-28,2135420556.26,1782856769.72,0.203875,18.1,0.6742,0.422888,0.403968
sz.002647,2013-02-28,2012-12-31,2013-02-28,2759772504.25,990975776.26,-0.23120100000000002,4.64,0.27,-0.10095499999999999,-0.46688599999999997
sz.002648,2013-02-27,2012-12-31,2013-02-27,3721599900.0,3261080900.0,-0.516142,13.53,1.06,-0.026266,-0.329088
sz.002649,2013-02-27,2012-12-31,2013-02-27,1363265651.28,927555960.84,0.15554400000000002,10.63,0.63,0.189645,0.387899
sz.002650,2013-02-23,2012-12-31,2013-02-23,1865878184.24,1698686783.41,0.091774,10.62,0.91,-0.015597,0.198432
sz.002650,2013-07-26,2013-06-30,2013-07-26,1877821340.32,1662231420.86,0.016101,4.5,0.34,1.610729,0.118625
sz.002651,2013-01-31,2012-12-31,2013-01-31,2641518700.0,2079657400.0,-0.291487,15.55,0.77,-0.358074,-0.31052199999999996
sz.002651,2013-07-26,2013-06-30,2013-07-26,2789418200.0,1747536700.0,-0.072548,8.3,0.43,-0.039215,-0.129734
sz.002652,2013-02-27,2012-12-31,2013-02-27,684649779.99,545614308.6,-0.15614,10.31,0.4,-0.11696300000000001,-0.306217
sz.002654,2013-02-27,2012-12-31,2013-02-27,651972155.68,495473792.22,-0.177085,8.61,0.46,0.037551999999999995,-0.353528
sz.002655,2013-02-23,2012-12-31,2013-02-23,862298800.0,575442700.0,-0.08612,8.25,0.37,-0.066983,-0.250151
sz.002656,2013-02-01,2012-12-31,2013-02-01,1537374416.4,1122493012.74,0.5817979999999999,17.99,1.75,0.78803,0.550313
sz.002656,2013-07-27,2013-06-30,2013-07-27,1667017892.15,1180734827.98,0.048422,7.41,0.43,0.309463,-0.009587
sz.002657,2013-02-28,2012-12-31,2013-02-28,1050361666.7,660353962.14,0.126058,11.38,0.97,0.203664,0.101823
sz.002658,2013-02-28,2012-12-31,2013-02-28,1164940219.15,1066544950.66,0.12340699999999999,11.24,0.76,0.1547,0.211948
sz.002659,2013-02-28,2012-12-31,2013-02-28,1726644177.77,665044728.11,-0.218293,8.2,0.31,-0.150134,-0.475253
sz.002660,2013-02-28,2012-12-31,2013-02-28,903377843.77,683365114.16,-0.05307100000000002,10.61,0.53,-0.11091199999999997,-0.175554
sz.002661,2013-02-22,2012-12-31,2013-02-22,850969854.99,668882396.58,0.206727,15.33,1.06,0.189612,0.213483
sz.002662,2013-02-26,2012-12-31,2013-02-26,2841704463.39,2567527402.53,0.107578,16.71,0.64,0.234292,0.136129
sz.002663,2013-02-25,2012-12-31,2013-02-25,2251614600.0,1905265000.0,0.257761,16.2,0.92,0.414303,0.412423
sz.002663,2013-07-26,2013-06-30,2013-07-26,3039500900.0,2018573600.0,0.057499,7.86,0.28,0.260577,0.28863
sz.002664,2013-02-28,2012-12-31,2013-02-28,1490479719.62,1048725717.39,0.244653,12.63,0.88,0.258092,0.428853
sz.002665,2013-02-28,2012-12-31,2013-02-28,2300286500.0,1653921500.0,0.494468,13.34,1.41,0.586512,0.47567600000000004
sz.002665,2013-07-25,2013-06-30,2013-07-25,2420100037.1,1696764889.52,0.081067,4.9,0.31,0.0752,0.43141499999999994
sz.002666,2013-02-28,2012-12-31,2013-02-28,1567719000.0,1388678200.0,0.16504100000000002,12.1,0.96,4.0763110000000005,0.23363899999999999
sz.002667,2013-02-27,2012-12-31,2013-02-27,812453400.0,665634900.0,0.083034,12.29,1.04,0.0042060000000000005,0.032095
sz.002668,2013-02-28,2012-12-31,2013-02-28,2292509300.0,1172827100.0,0.125772,17.0,1.1,0.082759,0.144003
sz.002669,2013-02-28,2012-12-31,2013-02-28,605346249.63,553167509.39,-0.26860500000000004,7.25,0.35,-0.193752,-0.430565
sz.002669,2013-07-30,2013-06-30,2013-07-30,621007366.09,539010709.16,0.01206,3.0,0.17,0.252184,0.123248
sz.002670,2013-02-28,2012-12-31,2013-02-28,1095742025.54,751218393.26,-0.038269,10.25,0.35,-0.19256600000000001,-0.10604200000000001
sz.002671,2013-02-27,2012-12-31,2013-02-27,1217706211.16,756301175.21,0.080737,30.1,0.92,0.063846,0.139961
sz.002672,2013-02-27,2012-12-31,2013-02-27,3115972483.02,2093775835.24,0.42324799999999996,15.4,1.88,0.652895,0.319734
sz.002672,2013-07-24,2013-06-30,2013-07-24,3158273310.37,2158857893.54,-0.11167300000000001,5.39,0.51,0.603074,-0.19583
sz.002673,2013-02-26,2012-12-31,2013-02-26,10518146100.0,4447864200.0,-0.086948,2.73,0.1,-0.215277,-0.475767
sz.002674,2013-02-27,2012-12-31,2013-02-27,1619536189.54,1405608452.65,0.09348300000000001,13.81,0.6764,0.204578,0.155846
sz.002675,2013-02-27,2012-12-31,2013-02-27,1122502976.7,1016057185.4,-0.20608800000000002,15.05,1.09,-0.30328499999999997,-0.148019
sz.002676,2013-02-28,2012-12-31,2013-02-28,1556817949.77,1007388985.71,-0.23319099999999998,8.77,0.47,0.385923,-0.474249
sz.002677,2013-02-19,2012-12-31,2013-02-19,1000912455.84,862590895.7,0.036958,13.95,0.49,0.43170200000000003,0.10555
sz.002677,2013-07-23,2013-06-30,2013-07-23,933974896.83,853447701.92,0.016909,4.65,0.21,0.009026000000000001,0.083397
sz.002678,2013-02-22,2012-12-31,2013-02-22,2001540458.51,1652650683.5,0.075392,13.72,0.4,0.16359,0.206817
sz.002678,2013-07-23,2013-06-30,2013-07-23,2210381353.15,1759896954.91,0.038053,6.12,0.22,0.130753,0.18395
sz.002679,2013-02-28,2012-12-31,2013-02-28,937514576.75,632277608.98,0.061820000000000014,12.28,0.44,2.060871,0.066423
sz.002680,2013-02-02,2012-12-31,2013-02-02,785992871.75,683646154.21,-0.055844000000000005,14.1,0.95,-0.079544,-0.046017
sz.002681,2013-02-23,2012-12-31,2013-02-23,1059237454.97,893046776.37,-0.11816900000000001,11.14,0.5708,0.627394,-0.146564
sz.002682,2013-02-28,2012-12-31,2013-02-28,2633291000.0,1025343400.0,-0.504151,15.85,0.76,4.871723,-0.6582399999999999
sz.002683,2013-02-28,2012-12-31,2013-02-28,2068777997.91,1205381060.09,-0.17266199999999998,10.41,0.44,0.49257700000000004,-0.29686999999999997
sz.002684,2013-02-28,2012-12-31,2013-02-28,750546272.58,536048330.67,0.005132,10.8,0.79,0.163659,0.039206
sz.002685,2013-02-28,2012-12-31,2013-02-28,915013924.75,789116338.2,-0.145307,9.22,0.28,0.0,-0.343762
sz.002686,2013-02-26,2012-12-31,2013-02-26,892638580.42,649700319.3,0.134047,16.4,0.94,-0.147695,0.15048699999999998
sz.002687,2013-02-27,2012-12-31,2013-02-27,1140604794.47,949663351.8,0.017871,16.08,1.14,0.168875,-0.002184
sz.002688,2013-02-22,2012-12-31,2013-02-22,1005990166.82,865286854.95,0.12423699999999999,16.3,0.98,0.147466,0.14593599999999998
sz.002689,2013-02-27,2012-12-31,2013-02-27,2483829735.0,1250433710.0,0.002732,14.61,0.46,0.028129,-0.060780999999999995
sz.002690,2013-03-25,2012-12-31,2013-03-25,1516622896.49,1374666140.52,0.180142,20.59,0.99,0.156628,0.155529
sz.002691,2013-02-28,2012-12-31,2013-02-28,871755156.23,762581382.25,0.13064800000000001,19.01,0.38,0.314107,0.452031
sz.002692,2013-01-31,2012-12-31,2013-01-31,1695531897.61,1139102445.26,0.07405199999999999,18.85,0.85,0.112794,0.108521
sz.002693,2013-01-17,2012-12-31,2013-01-17,887284823.0,846312053.27,-0.019215,15.29,0.68,-0.022638,-0.056933000000000004
sz.002693,2013-07-19,2013-06-30,2013-07-19,870436310.18,834610815.85,-0.0072590000000000016,3.66,0.17,0.11396500000000001,-0.046291000000000006
sz.002694,2013-01-31,2012-12-31,2013-01-31,1794990432.45,1015875499.21,0.091225,17.12,0.8,1.7322389999999999,0.123101
sz.002695,2013-02-21,2012-12-31,2013-02-21,1427740903.79,1317271142.85,0.136037,13.86,0.95,0.27374899999999996,0.167947
sz.002696,2013-02-26,2012-12-31,2013-02-26,1238962032.93,886835403.3,0.231567,16.4,1.16,2.797463,0.207762
sz.002696,2013-07-31,2013-06-30,2013-07-31,1315012031.88,873391208.65,-0.140629,1.74,0.1742,2.600129,-0.551285
sz.002698,2013-02-28,2012-12-31,2013-02-28,1749899965.31,1303315277.53,0.0619,20.74,0.47,0.242423,0.021297999999999997
sz.002699,2013-02-28,2012-12-31,2013-02-28,682370627.61,650509340.0,0.015038,16.25,0.64,-0.053441999999999996,-0.190122
sz.002700,2013-02-23,2012-12-31,2013-02-23,679809091.23,585910942.32,0.24356799999999998,24.26,1.12,0.30549,0.43121400000000004
sz.002701,2013-02-27,2012-12-31,2013-02-27,4765071648.0,2968679287.0,0.285986,25.46,1.62,0.9103450000000001,0.268778
sz.002702,2013-02-26,2012-12-31,2013-02-26,960583469.44,783316344.98,0.178859,16.53,1.15,0.237346,0.23703600000000002
sz.002703,2013-02-28,2012-12-31,2013-02-28,1182238028.49,716941766.52,-0.14674500000000001,10.81,0.27,10.810684,-0.51439
sz.300001,2013-02-28,2012-12-31,2013-02-28,1472608300.0,1191904400.0,-0.08671799999999999,7.49,0.44,0.034732,-0.24937399999999998
sz.300002,2013-02-28,2012-12-31,2013-02-28,3541777161.54,3193320575.86,0.19933199999999998,14.38,1.13,0.219725,0.160451
sz.300003,2013-02-28,2012-12-31,2013-02-28,2749865400.0,2611824400.0,-0.08646799999999999,16.4,0.4962,0.318604,-0.132645
sz.300004,2013-02-27,2012-12-31,2013-02-27,1098152879.12,851539293.72,-0.188474,5.5,0.25,-0.22319499999999998,-0.447721
sz.300005,2013-01-11,2012-12-31,2013-01-11,1088881300.0,802590400.0,0.178992,24.79,0.4828,0.468728,0.564449
sz.300006,2013-02-27,2012-12-31,2013-02-27,1395549965.89,661211508.52,-0.077276,9.14,0.32,0.18303599999999998,-0.10244400000000001
sz.300007,2013-02-26,2012-12-31,2013-02-26,736709500.0,609310000.0,-0.141521,8.14,0.41,0.012323,-0.40146
sz.300008,2013-02-28,2012-12-31,2013-02-28,649706418.21,527581125.95,-0.24146700000000001,4.56,0.11,-0.195859,-0.746275
sz.300008,2013-07-24,2013-06-30,2013-07-24,640173911.38,516189382.75,-0.13531700000000002,1.16,0.028,-0.533832,-0.9419059999999999
sz.300009,2013-02-28,2012-12-31,2013-02-28,638799037.24,580987590.28,0.061277,13.47,0.4,0.260171,0.105557
sz.300010,2013-02-28,2012-12-31,2013-02-28,1074244278.97,802084497.26,-0.113087,6.46,0.1848,0.018244999999999997,-0.565129
sz.300012,2013-02-28,2012-12-31,2013-02-28,958617597.08,845794421.63,0.11496300000000001,14.4,0.64,0.231917,0.195975
sz.300013,2013-02-28,2012-12-31,2013-02-28,480982648.2,334197149.9,0.021578999999999997,3.33,0.12,0.127833,0.514157
sz.300015,2013-02-28,2012-12-31,2013-02-28,1929875057.74,1500067640.45,0.025437,12.8,0.43,0.251411,0.044896
sz.300016,2013-02-26,2012-12-31,2013-02-26,583596600.0,523959100.0,0.123254,12.61,0.41,0.39317199999999997,0.507201
sz.300017,2013-02-25,2012-12-31,2013-02-25,981509300.0,869596600.0,0.31235599999999997,12.59,0.67,0.5028699999999999,1.0942969999999999
sz.300018,2013-02-20,2012-12-31,2013-02-20,811779863.9,698067466.29,0.027216000000000004,6.09,0.32,0.248191,0.006336
sz.300019,2013-02-23,2012-12-31,2013-02-23,602022100.0,495935100.0,0.109609,12.98,0.6,0.095621,0.273572
sz.300020,2013-02-28,2012-12-31,2013-02-28,2126236333.15,801922917.04,0.14862,15.92,0.49,0.4310890000000001,0.287813
sz.300021,2013-02-27,2012-12-31,2013-02-27,1239495868.56,463678423.47,0.027056,8.42,0.13,0.444165,0.35524
sz.300022,2013-02-27,2012-12-31,2013-02-27,3703030746.26,614250784.31,-0.157824,2.22,0.0391,0.10475699999999999,-0.5858800000000001
sz.300023,2013-02-27,2012-12-31,2013-02-27,377983651.43,336036360.95,-0.199472,-2.9,-0.11,-0.188858,-2.381482
sz.300024,2013-02-27,2012-12-31,2013-02-27,1935490671.44,1395539757.11,0.16383499999999998,16.14,0.7,0.6557,0.179249
sz.300025,2013-02-27,2012-12-31,2013-02-27,913268731.56,343909209.87,-0.061176,8.61,0.18,0.2240280000000001,-0.019939
sz.300026,2013-02-28,2012-12-31,2013-02-28,1802793300.0,1376689500.0,0.442176,21.73,1.01,1.187994,0.840923
sz.300027,2013-02-27,2012-12-31,2013-02-27,4205701700.0,2122725300.0,0.065416,13.81,0.4,0.5502779999999999,0.028324000000000002
sz.300028,2013-02-26,2012-12-31,2013-02-26,1192338800.13,738811342.86,-0.052114,4.62,0.13,1.251283,-0.11699000000000001
sz.300029,2013-02-28,2012-12-31,2013-02-28,1330923918.32,736428042.57,-2.660532,-48.0,-2.349,-0.789796,-6.052859
sz.300030,2013-02-27,2012-12-31,2013-02-27,771563795.81,650274062.92,0.028731,6.0,0.26,0.214678,-0.12326600000000001
sz.300031,2013-02-20,2012-12-31,2013-02-20,894382900.0,738338600.0,0.299157,11.52,0.54,0.0,1.204936
sz.300032,2013-02-28,2012-12-31,2013-02-28,1105649389.67,825366827.56,-0.083129,3.52,0.2042,0.14943599999999999,-0.406684
sz.300033,2013-02-26,2012-12-31,2013-02-26,1241991825.92,1122326210.83,-0.287441,2.06,0.17,-0.203505,-0.745054
sz.300034,2013-01-11,2012-12-31,2013-01-11,1089892000.0,954728700.0,0.028105,7.5965,0.3319,0.201425,0.08667000000000001
sz.300034,2013-07-05,2013-06-30,2013-07-05,1056803100.0,955667400.0,-0.002561,3.62,0.1658,0.017011000000000002,-0.026958999999999997
sz.300035,2013-02-28,2012-12-31,2013-02-28,994682761.98,762651487.83,-0.037349,4.59,0.3,-0.097463,-0.286613
sz.300036,2013-02-28,2012-12-31,2013-02-28,764360293.37,560438959.76,-0.35428200000000004,0.76,0.035,-0.130113,-1.365472
sz.300037,2013-01-29,2012-12-31,2013-01-29,1334677200.0,1169673600.0,0.035606,11.6,0.76,0.010562,0.030358999999999997
sz.300038,2013-02-28,2012-12-31,2013-02-28,1154923697.66,779523512.69,0.042217000000000005,4.35,0.24,0.132852,0.098392
sz.300040,2013-02-21,2012-12-31,2013-02-21,1599716800.0,1331379800.0,2.964241,40.59,3.25,-0.2434,-2.127383
sz.300041,2013-02-26,2012-12-31,2013-02-26,1037829200.0,915537100.0,-0.011928,7.94,0.6701,0.119951,-0.009216
sz.300042,2013-02-28,2012-12-31,2013-02-28,886084602.03,819274797.03,-0.003773,1.91,0.1183,-0.12270199999999999,-0.6111439999999999
sz.300043,2013-02-27,2012-12-31,2013-02-27,1538535430.85,858367315.38,0.165483,13.26,0.68,1.5169290000000002,0.411655
sz.300043,2013-07-30,2013-06-30,2013-07-30,1549689490.09,936667240.97,0.051841,5.86,0.22,3.3083449999999996,0.38608000000000003
sz.300045,2013-02-27,2012-12-31,2013-02-27,816680791.56,742217401.14,-0.062285,6.11,0.17,-0.07686699999999999,-0.4370979999999999
sz.300046,2013-02-26,2012-12-31,2013-02-26,915663727.75,846726638.91,-0.2217510000000001,6.92,0.41,-0.164944,-0.36638699999999996
sz.300047,2013-02-27,2012-12-31,2013-02-27,1251210781.14,1041440667.22,0.11643900000000001,9.36,0.63,0.597272,0.223054
sz.300048,2013-02-26,2012-12-31,2013-02-26,1795542400.0,1500641500.0,0.018847,9.22,0.4,0.195299,-0.06815800000000001
sz.300049,2013-02-25,2012-12-31,2013-02-25,921963455.99,707539189.45,-0.091282,5.81,0.33,0.39510500000000004,-0.271262
sz.300050,2013-02-27,2012-12-31,2013-02-27,1652152505.29,1545825412.23,-0.350366,0.81,0.06,-0.019358,-0.9887670000000001
sz.300051,2013-02-28,2012-12-31,2013-02-28,612137119.71,488662159.67,-0.135167,0.58,0.02,-0.024025,-3.352123
sz.300053,2013-02-28,2012-12-31,2013-02-28,626918100.0,611279400.0,-0.006548999999999999,5.1,0.156,-0.10454200000000001,-0.052662
sz.300055,2013-02-26,2012-12-31,2013-02-26,2185388484.34,1736261740.88,0.099377,5.79,0.4297,0.6508609999999999,0.239511
sz.300056,2013-02-27,2012-12-31,2013-02-27,658776294.85,378915227.67,-0.20160699999999998,2.37,0.12,0.060108,-0.707612
sz.300057,2013-02-28,2012-12-31,2013-02-28,3295011029.85,1453669519.4,0.110704,9.23,0.3058,1.736048,0.988458
sz.300058,2013-02-28,2012-12-31,2013-02-28,2569031416.37,1375165326.69,0.281183,19.39,0.61,0.71777,0.8163
sz.300059,2013-02-28,2012-12-31,2013-02-28,1801026706.01,1719325484.53,-0.205673,2.2,0.11,-0.20553000000000002,-0.678021
sz.300061,2013-04-03,2012-12-31,2013-04-03,649195643.73,377855951.61,-0.10832,-0.22,-0.01,0.257351,-0.838309
sz.300062,2013-02-28,2012-12-31,2013-02-28,932830937.57,717236320.0,-0.08592799999999999,5.95,0.27,-0.015265,-0.275448
sz.300063,2013-02-27,2012-12-31,2013-02-27,751838931.54,641470482.64,-0.033606,2.44,0.16,0.016656999999999998,-0.176587
sz.300064,2013-02-28,2012-12-31,2013-02-28,2098586460.26,1348453371.89,-0.028681,9.62,0.2,0.18603599999999998,-0.153606
sz.300065,2013-02-28,2012-12-31,2013-02-28,744184791.58,575440784.14,-0.355327,-2.21,-0.12,-0.052141999999999994,-2.2341729999999997
sz.300066,2013-02-27,2012-12-31,2013-02-27,1124680813.79,935068070.55,0.100626,8.69,0.5,0.322877,0.37801
sz.300067,2013-02-25,2012-12-31,2013-02-25,745813700.0,733518600.0,-0.055102,3.15,0.14,0.122474,-0.310111
sz.300068,2013-01-15,2012-12-31,2013-01-15,3901051666.3,2718446740.54,0.191496,4.84,0.43,0.840368,0.8736700000000001
sz.300069,2013-02-27,2012-12-31,2013-02-27,685702340.84,476387820.41,-0.12717699999999998,2.42,0.15,-0.058448,-0.486922
sz.300070,2013-02-28,2012-12-31,2013-02-28,5240432641.49,3881022030.53,0.39381700000000003,15.94,1.02,0.726639,0.691303
sz.300071,2013-02-27,2012-12-31,2013-02-27,670660700.0,483731100.0,0.013449000000000001,8.46,0.26,0.24990500000000002,0.092612
sz.300072,2013-02-27,2012-12-31,2013-02-27,2437604409.28,1302635240.94,0.219139,14.79,0.46,0.346321,0.504876
sz.300073,2013-02-27,2012-12-31,2013-02-27,970091596.69,843826554.26,0.097578,1.78,0.093,-0.061605999999999994,2.5077849999999997
sz.300074,2013-02-19,2012-12-31,2013-02-19,951973002.31,910917968.75,0.313918,9.43,0.82,0.577796,0.631985
sz.300075,2013-02-28,2012-12-31,2013-02-28,995362967.14,955070308.98,0.239536,7.76,0.86,0.8196379999999999,0.643914
